"","AAV2020","CODGEO","LIBAAV2020","CATEAAV2020","DEP","REG","TAAV2017","TDAAV2017","NB_COM"
"1","000","01002","Commune hors attraction des villes","30","01","84","0","00",8932
"2","000","76280","Commune hors attraction des villes","30","76","28","0","00",8932
"3","000","34284","Commune hors attraction des villes","30","34","76","0","00",8932
"4","000","54253","Commune hors attraction des villes","30","54","44","0","00",8932
"5","000","30031","Commune hors attraction des villes","30","30","76","0","00",8932
"6","000","54259","Commune hors attraction des villes","30","54","44","0","00",8932
"7","000","76286","Commune hors attraction des villes","30","76","28","0","00",8932
"8","000","01010","Commune hors attraction des villes","30","01","84","0","00",8932
"9","000","10155","Commune hors attraction des villes","30","10","44","0","00",8932
"10","000","34291","Commune hors attraction des villes","30","34","76","0","00",8932
"11","000","54251","Commune hors attraction des villes","30","54","44","0","00",8932
"12","000","34289","Commune hors attraction des villes","30","34","76","0","00",8932
"13","000","85278","Commune hors attraction des villes","30","85","52","0","00",8932
"14","000","76293","Commune hors attraction des villes","30","76","28","0","00",8932
"15","000","27643","Commune hors attraction des villes","30","27","28","0","00",8932
"16","000","76295","Commune hors attraction des villes","30","76","28","0","00",8932
"17","000","60545","Commune hors attraction des villes","30","60","32","0","00",8932
"18","000","85286","Commune hors attraction des villes","30","85","52","0","00",8932
"19","000","27649","Commune hors attraction des villes","30","27","28","0","00",8932
"20","000","01028","Commune hors attraction des villes","30","01","84","0","00",8932
"21","000","10167","Commune hors attraction des villes","30","10","44","0","00",8932
"22","000","34303","Commune hors attraction des villes","30","34","76","0","00",8932
"23","000","67165","Commune hors attraction des villes","30","67","44","0","00",8932
"24","000","01017","Commune hors attraction des villes","30","01","84","0","00",8932
"25","000","01019","Commune hors attraction des villes","30","01","84","0","00",8932
"26","000","76306","Commune hors attraction des villes","30","76","28","0","00",8932
"27","000","60555","Commune hors attraction des villes","30","60","32","0","00",8932
"28","000","54282","Commune hors attraction des villes","30","54","44","0","00",8932
"29","000","01037","Commune hors attraction des villes","30","01","84","0","00",8932
"30","000","54284","Commune hors attraction des villes","30","54","44","0","00",8932
"31","000","45018","Commune hors attraction des villes","30","45","24","0","00",8932
"32","000","21015","Commune hors attraction des villes","30","21","27","0","00",8932
"33","000","67178","Commune hors attraction des villes","30","67","44","0","00",8932
"34","000","76315","Commune hors attraction des villes","30","76","28","0","00",8932
"35","000","34315","Commune hors attraction des villes","30","34","76","0","00",8932
"36","000","54290","Commune hors attraction des villes","30","54","44","0","00",8932
"37","000","10183","Commune hors attraction des villes","30","10","44","0","00",8932
"38","000","01046","Commune hors attraction des villes","30","01","84","0","00",8932
"39","000","76278","Commune hors attraction des villes","30","76","28","0","00",8932
"40","000","76321","Commune hors attraction des villes","30","76","28","0","00",8932
"41","000","54295","Commune hors attraction des villes","30","54","44","0","00",8932
"42","000","01051","Commune hors attraction des villes","30","01","84","0","00",8932
"43","000","54297","Commune hors attraction des villes","30","54","44","0","00",8932
"44","000","45031","Commune hors attraction des villes","30","45","24","0","00",8932
"45","000","34326","Commune hors attraction des villes","30","34","76","0","00",8932
"46","000","01056","Commune hors attraction des villes","30","01","84","0","00",8932
"47","000","27680","Commune hors attraction des villes","30","27","28","0","00",8932
"48","000","01058","Commune hors attraction des villes","30","01","84","0","00",8932
"49","000","10195","Commune hors attraction des villes","30","10","44","0","00",8932
"50","000","76332","Commune hors attraction des villes","30","76","28","0","00",8932
"51","000","27685","Commune hors attraction des villes","30","27","28","0","00",8932
"52","000","34334","Commune hors attraction des villes","30","34","76","0","00",8932
"53","000","01064","Commune hors attraction des villes","30","01","84","0","00",8932
"54","000","54308","Commune hors attraction des villes","30","54","44","0","00",8932
"55","000","27691","Commune hors attraction des villes","30","27","28","0","00",8932
"56","000","01067","Commune hors attraction des villes","30","01","84","0","00",8932
"57","000","01068","Commune hors attraction des villes","30","01","84","0","00",8932
"58","000","76340","Commune hors attraction des villes","30","76","28","0","00",8932
"59","000","76342","Commune hors attraction des villes","30","76","28","0","00",8932
"60","000","76343","Commune hors attraction des villes","30","76","28","0","00",8932
"61","000","76344","Commune hors attraction des villes","30","76","28","0","00",8932
"62","000","30090","Commune hors attraction des villes","30","30","76","0","00",8932
"63","000","76346","Commune hors attraction des villes","30","76","28","0","00",8932
"64","000","01076","Commune hors attraction des villes","30","01","84","0","00",8932
"65","000","85293","Commune hors attraction des villes","30","85","52","0","00",8932
"66","000","35004","Commune hors attraction des villes","30","35","53","0","00",8932
"67","000","01079","Commune hors attraction des villes","30","01","84","0","00",8932
"68","000","28003","Commune hors attraction des villes","30","28","24","0","00",8932
"69","000","01081","Commune hors attraction des villes","30","01","84","0","00",8932
"70","000","76353","Commune hors attraction des villes","30","76","28","0","00",8932
"71","000","01083","Commune hors attraction des villes","30","01","84","0","00",8932
"72","000","76355","Commune hors attraction des villes","30","76","28","0","00",8932
"73","000","60602","Commune hors attraction des villes","30","60","32","0","00",8932
"74","000","86039","Commune hors attraction des villes","30","86","75","0","00",8932
"75","000","35014","Commune hors attraction des villes","30","35","53","0","00",8932
"76","000","60604","Commune hors attraction des villes","30","60","32","0","00",8932
"77","000","01090","Commune hors attraction des villes","30","01","84","0","00",8932
"78","000","86044","Commune hors attraction des villes","30","86","75","0","00",8932
"79","000","76320","Commune hors attraction des villes","30","76","28","0","00",8932
"80","000","28018","Commune hors attraction des villes","30","28","24","0","00",8932
"81","000","67231","Commune hors attraction des villes","30","67","44","0","00",8932
"82","000","54337","Commune hors attraction des villes","30","54","44","0","00",8932
"83","000","45073","Commune hors attraction des villes","30","45","24","0","00",8932
"84","000","60615","Commune hors attraction des villes","30","60","32","0","00",8932
"85","000","86051","Commune hors attraction des villes","30","86","75","0","00",8932
"86","000","01101","Commune hors attraction des villes","30","01","84","0","00",8932
"87","000","45077","Commune hors attraction des villes","30","45","24","0","00",8932
"88","000","28027","Commune hors attraction des villes","30","28","24","0","00",8932
"89","000","01104","Commune hors attraction des villes","30","01","84","0","00",8932
"90","000","28029","Commune hors attraction des villes","30","28","24","0","00",8932
"91","000","86059","Commune hors attraction des villes","30","86","75","0","00",8932
"92","000","86061","Commune hors attraction des villes","30","86","75","0","00",8932
"93","000","45083","Commune hors attraction des villes","30","45","24","0","00",8932
"94","000","35034","Commune hors attraction des villes","30","35","53","0","00",8932
"95","000","76379","Commune hors attraction des villes","30","76","28","0","00",8932
"96","000","76380","Commune hors attraction des villes","30","76","28","0","00",8932
"97","000","01112","Commune hors attraction des villes","30","01","84","0","00",8932
"98","000","86068","Commune hors attraction des villes","30","86","75","0","00",8932
"99","000","28038","Commune hors attraction des villes","30","28","24","0","00",8932
"100","000","10247","Commune hors attraction des villes","30","10","44","0","00",8932
"101","000","03006","Commune hors attraction des villes","30","03","84","0","00",8932
"102","000","35044","Commune hors attraction des villes","30","35","53","0","00",8932
"103","000","01118","Commune hors attraction des villes","30","01","84","0","00",8932
"104","000","54363","Commune hors attraction des villes","30","54","44","0","00",8932
"105","000","01077","Commune hors attraction des villes","30","01","84","0","00",8932
"106","000","45097","Commune hors attraction des villes","30","45","24","0","00",8932
"107","000","86078","Commune hors attraction des villes","30","86","75","0","00",8932
"108","000","76392","Commune hors attraction des villes","30","76","28","0","00",8932
"109","000","01128","Commune hors attraction des villes","30","01","84","0","00",8932
"110","000","67263","Commune hors attraction des villes","30","67","44","0","00",8932
"111","000","67264","Commune hors attraction des villes","30","67","44","0","00",8932
"112","000","60643","Commune hors attraction des villes","30","60","32","0","00",8932
"113","000","86084","Commune hors attraction des villes","30","86","75","0","00",8932
"114","000","10261","Commune hors attraction des villes","30","10","44","0","00",8932
"115","000","10262","Commune hors attraction des villes","30","10","44","0","00",8932
"116","000","86087","Commune hors attraction des villes","30","86","75","0","00",8932
"117","000","28059","Commune hors attraction des villes","30","28","24","0","00",8932
"118","000","54377","Commune hors attraction des villes","30","54","44","0","00",8932
"119","000","76403","Commune hors attraction des villes","30","76","28","0","00",8932
"120","000","54379","Commune hors attraction des villes","30","54","44","0","00",8932
"121","000","45113","Commune hors attraction des villes","30","45","24","0","00",8932
"122","000","54381","Commune hors attraction des villes","30","54","44","0","00",8932
"123","000","67142","Commune hors attraction des villes","30","67","44","0","00",8932
"124","000","30153","Commune hors attraction des villes","30","30","76","0","00",8932
"125","000","54385","Commune hors attraction des villes","30","54","44","0","00",8932
"126","000","23164","Commune hors attraction des villes","30","23","75","0","00",8932
"127","000","76411","Commune hors attraction des villes","30","76","28","0","00",8932
"128","000","54388","Commune hors attraction des villes","30","54","44","0","00",8932
"129","000","54389","Commune hors attraction des villes","30","54","44","0","00",8932
"130","000","03035","Commune hors attraction des villes","30","03","84","0","00",8932
"131","000","35077","Commune hors attraction des villes","30","35","53","0","00",8932
"132","000","35078","Commune hors attraction des villes","30","35","53","0","00",8932
"133","000","28078","Commune hors attraction des villes","30","28","24","0","00",8932
"134","000","54394","Commune hors attraction des villes","30","54","44","0","00",8932
"135","000","28080","Commune hors attraction des villes","30","28","24","0","00",8932
"136","000","54396","Commune hors attraction des villes","30","54","44","0","00",8932
"137","000","45131","Commune hors attraction des villes","30","45","24","0","00",8932
"138","000","54398","Commune hors attraction des villes","30","54","44","0","00",8932
"139","000","01165","Commune hors attraction des villes","30","01","84","0","00",8932
"140","000","10288","Commune hors attraction des villes","30","10","44","0","00",8932
"141","000","28087","Commune hors attraction des villes","30","28","24","0","00",8932
"142","000","01169","Commune hors attraction des villes","30","01","84","0","00",8932
"143","000","10291","Commune hors attraction des villes","30","10","44","0","00",8932
"144","000","28090","Commune hors attraction des villes","30","28","24","0","00",8932
"145","000","10170","Commune hors attraction des villes","30","10","44","0","00",8932
"146","000","01174","Commune hors attraction des villes","30","01","84","0","00",8932
"147","000","10296","Commune hors attraction des villes","30","10","44","0","00",8932
"148","000","45143","Commune hors attraction des villes","30","45","24","0","00",8932
"149","000","67305","Commune hors attraction des villes","30","67","44","0","00",8932
"150","000","86122","Commune hors attraction des villes","30","86","75","0","00",8932
"151","000","67307","Commune hors attraction des villes","30","67","44","0","00",8932
"152","000","01183","Commune hors attraction des villes","30","01","84","0","00",8932
"153","000","54412","Commune hors attraction des villes","30","54","44","0","00",8932
"154","000","21139","Commune hors attraction des villes","30","21","27","0","00",8932
"155","000","01187","Commune hors attraction des villes","30","01","84","0","00",8932
"156","000","01188","Commune hors attraction des villes","30","01","84","0","00",8932
"157","000","54416","Commune hors attraction des villes","30","54","44","0","00",8932
"158","000","01190","Commune hors attraction des villes","30","01","84","0","00",8932
"159","000","01191","Commune hors attraction des villes","30","01","84","0","00",8932
"160","000","54420","Commune hors attraction des villes","30","54","44","0","00",8932
"161","000","01193","Commune hors attraction des villes","30","01","84","0","00",8932
"162","000","54422","Commune hors attraction des villes","30","54","44","0","00",8932
"163","000","54423","Commune hors attraction des villes","30","54","44","0","00",8932
"164","000","28114","Commune hors attraction des villes","30","28","24","0","00",8932
"165","000","54425","Commune hors attraction des villes","30","54","44","0","00",8932
"166","000","28117","Commune hors attraction des villes","30","28","24","0","00",8932
"167","000","54427","Commune hors attraction des villes","30","54","44","0","00",8932
"168","000","01200","Commune hors attraction des villes","30","01","84","0","00",8932
"169","000","28120","Commune hors attraction des villes","30","28","24","0","00",8932
"170","000","21155","Commune hors attraction des villes","30","21","27","0","00",8932
"171","000","01204","Commune hors attraction des villes","30","01","84","0","00",8932
"172","000","01206","Commune hors attraction des villes","30","01","84","0","00",8932
"173","000","28124","Commune hors attraction des villes","30","28","24","0","00",8932
"174","000","67334","Commune hors attraction des villes","30","67","44","0","00",8932
"175","000","28127","Commune hors attraction des villes","30","28","24","0","00",8932
"176","000","01210","Commune hors attraction des villes","30","01","84","0","00",8932
"177","000","67337","Commune hors attraction des villes","30","67","44","0","00",8932
"178","000","86151","Commune hors attraction des villes","30","86","75","0","00",8932
"179","000","86152","Commune hors attraction des villes","30","86","75","0","00",8932
"180","000","54440","Commune hors attraction des villes","30","54","44","0","00",8932
"181","000","61017","Commune hors attraction des villes","30","61","28","0","00",8932
"182","000","01216","Commune hors attraction des villes","30","01","84","0","00",8932
"183","000","01219","Commune hors attraction des villes","30","01","84","0","00",8932
"184","000","76470","Commune hors attraction des villes","30","76","28","0","00",8932
"185","000","76471","Commune hors attraction des villes","30","76","28","0","00",8932
"186","000","54446","Commune hors attraction des villes","30","54","44","0","00",8932
"187","000","01228","Commune hors attraction des villes","30","01","84","0","00",8932
"188","000","61028","Commune hors attraction des villes","30","61","28","0","00",8932
"189","000","45186","Commune hors attraction des villes","30","45","24","0","00",8932
"190","000","45187","Commune hors attraction des villes","30","45","24","0","00",8932
"191","000","54452","Commune hors attraction des villes","30","54","44","0","00",8932
"192","000","01233","Commune hors attraction des villes","30","01","84","0","00",8932
"193","000","28149","Commune hors attraction des villes","30","28","24","0","00",8932
"194","000","28151","Commune hors attraction des villes","30","28","24","0","00",8932
"195","000","54457","Commune hors attraction des villes","30","54","44","0","00",8932
"196","000","54458","Commune hors attraction des villes","30","54","44","0","00",8932
"197","000","28155","Commune hors attraction des villes","30","28","24","0","00",8932
"198","000","21184","Commune hors attraction des villes","30","21","27","0","00",8932
"199","000","28157","Commune hors attraction des villes","30","28","24","0","00",8932
"200","000","86176","Commune hors attraction des villes","30","86","75","0","00",8932
"201","000","01242","Commune hors attraction des villes","30","01","84","0","00",8932
"202","000","54464","Commune hors attraction des villes","30","54","44","0","00",8932
"203","000","76487","Commune hors attraction des villes","30","76","28","0","00",8932
"204","000","76490","Commune hors attraction des villes","30","76","28","0","00",8932
"205","000","61050","Commune hors attraction des villes","30","61","28","0","00",8932
"206","000","61051","Commune hors attraction des villes","30","61","28","0","00",8932
"207","000","03112","Commune hors attraction des villes","30","03","84","0","00",8932
"208","000","54470","Commune hors attraction des villes","30","54","44","0","00",8932
"209","000","54471","Commune hors attraction des villes","30","54","44","0","00",8932
"210","000","01252","Commune hors attraction des villes","30","01","84","0","00",8932
"211","000","28170","Commune hors attraction des villes","30","28","24","0","00",8932
"212","000","01255","Commune hors attraction des villes","30","01","84","0","00",8932
"213","000","10364","Commune hors attraction des villes","30","10","44","0","00",8932
"214","000","01258","Commune hors attraction des villes","30","01","84","0","00",8932
"215","000","10366","Commune hors attraction des villes","30","10","44","0","00",8932
"216","000","61064","Commune hors attraction des villes","30","61","28","0","00",8932
"217","000","61066","Commune hors attraction des villes","30","61","28","0","00",8932
"218","000","54480","Commune hors attraction des villes","30","54","44","0","00",8932
"219","000","01263","Commune hors attraction des villes","30","01","84","0","00",8932
"220","000","35172","Commune hors attraction des villes","30","35","53","0","00",8932
"221","000","67384","Commune hors attraction des villes","30","67","44","0","00",8932
"222","000","54484","Commune hors attraction des villes","30","54","44","0","00",8932
"223","000","54485","Commune hors attraction des villes","30","54","44","0","00",8932
"224","000","76511","Commune hors attraction des villes","30","76","28","0","00",8932
"225","000","01269","Commune hors attraction des villes","30","01","84","0","00",8932
"226","000","10252","Commune hors attraction des villes","30","10","44","0","00",8932
"227","000","01273","Commune hors attraction des villes","30","01","84","0","00",8932
"228","000","01274","Commune hors attraction des villes","30","01","84","0","00",8932
"229","000","10380","Commune hors attraction des villes","30","10","44","0","00",8932
"230","000","86211","Commune hors attraction des villes","30","86","75","0","00",8932
"231","000","01277","Commune hors attraction des villes","30","01","84","0","00",8932
"232","000","01279","Commune hors attraction des villes","30","01","84","0","00",8932
"233","000","01280","Commune hors attraction des villes","30","01","84","0","00",8932
"234","000","54496","Commune hors attraction des villes","30","54","44","0","00",8932
"235","000","01282","Commune hors attraction des villes","30","01","84","0","00",8932
"236","000","28199","Commune hors attraction des villes","30","28","24","0","00",8932
"237","000","28200","Commune hors attraction des villes","30","28","24","0","00",8932
"238","000","76526","Commune hors attraction des villes","30","76","28","0","00",8932
"239","000","28202","Commune hors attraction des villes","30","28","24","0","00",8932
"240","000","86225","Commune hors attraction des villes","30","86","75","0","00",8932
"241","000","28206","Commune hors attraction des villes","30","28","24","0","00",8932
"242","000","76530","Commune hors attraction des villes","30","76","28","0","00",8932
"243","000","67409","Commune hors attraction des villes","30","67","44","0","00",8932
"244","000","03150","Commune hors attraction des villes","30","03","84","0","00",8932
"245","000","03151","Commune hors attraction des villes","30","03","84","0","00",8932
"246","000","01295","Commune hors attraction des villes","30","01","84","0","00",8932
"247","000","28212","Commune hors attraction des villes","30","28","24","0","00",8932
"248","000","54512","Commune hors attraction des villes","30","54","44","0","00",8932
"249","000","76537","Commune hors attraction des villes","30","76","28","0","00",8932
"250","000","86236","Commune hors attraction des villes","30","86","75","0","00",8932
"251","000","28216","Commune hors attraction des villes","30","28","24","0","00",8932
"252","000","28217","Commune hors attraction des villes","30","28","24","0","00",8932
"253","000","01303","Commune hors attraction des villes","30","01","84","0","00",8932
"254","000","01304","Commune hors attraction des villes","30","01","84","0","00",8932
"255","000","61108","Commune hors attraction des villes","30","61","28","0","00",8932
"256","000","86244","Commune hors attraction des villes","30","86","75","0","00",8932
"257","000","76546","Commune hors attraction des villes","30","76","28","0","00",8932
"258","000","86247","Commune hors attraction des villes","30","86","75","0","00",8932
"259","000","79177","Commune hors attraction des villes","30","79","75","0","00",8932
"260","000","28226","Commune hors attraction des villes","30","28","24","0","00",8932
"261","000","01311","Commune hors attraction des villes","30","01","84","0","00",8932
"262","000","21251","Commune hors attraction des villes","30","21","27","0","00",8932
"263","000","67432","Commune hors attraction des villes","30","67","44","0","00",8932
"264","000","28231","Commune hors attraction des villes","30","28","24","0","00",8932
"265","000","10420","Commune hors attraction des villes","30","10","44","0","00",8932
"266","000","35092","Commune hors attraction des villes","30","35","53","0","00",8932
"267","000","86257","Commune hors attraction des villes","30","86","75","0","00",8932
"268","000","76557","Commune hors attraction des villes","30","76","28","0","00",8932
"269","000","86260","Commune hors attraction des villes","30","86","75","0","00",8932
"270","000","76559","Commune hors attraction des villes","30","76","28","0","00",8932
"271","000","28239","Commune hors attraction des villes","30","28","24","0","00",8932
"272","000","61138","Commune hors attraction des villes","30","61","28","0","00",8932
"273","000","61139","Commune hors attraction des villes","30","61","28","0","00",8932
"274","000","01330","Commune hors attraction des villes","30","01","84","0","00",8932
"275","000","01331","Commune hors attraction des villes","30","01","84","0","00",8932
"276","000","54540","Commune hors attraction des villes","30","54","44","0","00",8932
"277","000","61142","Commune hors attraction des villes","30","61","28","0","00",8932
"278","000","28248","Commune hors attraction des villes","30","28","24","0","00",8932
"279","000","61146","Commune hors attraction des villes","30","61","28","0","00",8932
"280","000","30311","Commune hors attraction des villes","30","30","76","0","00",8932
"281","000","28252","Commune hors attraction des villes","30","28","24","0","00",8932
"282","000","01338","Commune hors attraction des villes","30","01","84","0","00",8932
"283","000","10438","Commune hors attraction des villes","30","10","44","0","00",8932
"284","000","10439","Commune hors attraction des villes","30","10","44","0","00",8932
"285","000","21274","Commune hors attraction des villes","30","21","27","0","00",8932
"286","000","67455","Commune hors attraction des villes","30","67","44","0","00",8932
"287","000","54551","Commune hors attraction des villes","30","54","44","0","00",8932
"288","000","61159","Commune hors attraction des villes","30","61","28","0","00",8932
"289","000","10444","Commune hors attraction des villes","30","10","44","0","00",8932
"290","000","86286","Commune hors attraction des villes","30","86","75","0","00",8932
"291","000","28264","Commune hors attraction des villes","30","28","24","0","00",8932
"292","000","28265","Commune hors attraction des villes","30","28","24","0","00",8932
"293","000","01351","Commune hors attraction des villes","30","01","84","0","00",8932
"294","000","35249","Commune hors attraction des villes","30","35","53","0","00",8932
"295","000","76585","Commune hors attraction des villes","30","76","28","0","00",8932
"296","000","11006","Commune hors attraction des villes","30","11","76","0","00",8932
"297","000","54561","Commune hors attraction des villes","30","54","44","0","00",8932
"298","000","54562","Commune hors attraction des villes","30","54","44","0","00",8932
"299","000","01357","Commune hors attraction des villes","30","01","84","0","00",8932
"300","000","11010","Commune hors attraction des villes","30","11","76","0","00",8932
"301","000","35257","Commune hors attraction des villes","30","35","53","0","00",8932
"302","000","61180","Commune hors attraction des villes","30","61","28","0","00",8932
"303","000","35259","Commune hors attraction des villes","30","35","53","0","00",8932
"304","000","54568","Commune hors attraction des villes","30","54","44","0","00",8932
"305","000","11015","Commune hors attraction des villes","30","11","76","0","00",8932
"306","000","03214","Commune hors attraction des villes","30","03","84","0","00",8932
"307","000","76597","Commune hors attraction des villes","30","76","28","0","00",8932
"308","000","54572","Commune hors attraction des villes","30","54","44","0","00",8932
"309","000","28283","Commune hors attraction des villes","30","28","24","0","00",8932
"310","000","01368","Commune hors attraction des villes","30","01","84","0","00",8932
"311","000","11021","Commune hors attraction des villes","30","11","76","0","00",8932
"312","000","54576","Commune hors attraction des villes","30","54","44","0","00",8932
"313","000","28287","Commune hors attraction des villes","30","28","24","0","00",8932
"314","000","61196","Commune hors attraction des villes","30","61","28","0","00",8932
"315","000","01373","Commune hors attraction des villes","30","01","84","0","00",8932
"316","000","76606","Commune hors attraction des villes","30","76","28","0","00",8932
"317","000","61199","Commune hors attraction des villes","30","61","28","0","00",8932
"318","000","54582","Commune hors attraction des villes","30","54","44","0","00",8932
"319","000","67491","Commune hors attraction des villes","30","67","44","0","00",8932
"320","000","61206","Commune hors attraction des villes","30","61","28","0","00",8932
"321","000","76612","Commune hors attraction des villes","30","76","28","0","00",8932
"322","000","76613","Commune hors attraction des villes","30","76","28","0","00",8932
"323","000","28300","Commune hors attraction des villes","30","28","24","0","00",8932
"324","000","21313","Commune hors attraction des villes","30","21","27","0","00",8932
"325","000","11035","Commune hors attraction des villes","30","11","76","0","00",8932
"326","000","11036","Commune hors attraction des villes","30","11","76","0","00",8932
"327","000","67499","Commune hors attraction des villes","30","67","44","0","00",8932
"328","000","11038","Commune hors attraction des villes","30","11","76","0","00",8932
"329","000","01388","Commune hors attraction des villes","30","01","84","0","00",8932
"330","000","28308","Commune hors attraction des villes","30","28","24","0","00",8932
"331","000","76622","Commune hors attraction des villes","30","76","28","0","00",8932
"332","000","28310","Commune hors attraction des villes","30","28","24","0","00",8932
"333","000","35291","Commune hors attraction des villes","30","35","53","0","00",8932
"334","000","54598","Commune hors attraction des villes","30","54","44","0","00",8932
"335","000","01396","Commune hors attraction des villes","30","01","84","0","00",8932
"336","000","28315","Commune hors attraction des villes","30","28","24","0","00",8932
"337","000","54601","Commune hors attraction des villes","30","54","44","0","00",8932
"338","000","61227","Commune hors attraction des villes","30","61","28","0","00",8932
"339","000","01400","Commune hors attraction des villes","30","01","84","0","00",8932
"340","000","11051","Commune hors attraction des villes","30","11","76","0","00",8932
"341","000","01402","Commune hors attraction des villes","30","01","84","0","00",8932
"342","000","01403","Commune hors attraction des villes","30","01","84","0","00",8932
"343","000","01404","Commune hors attraction des villes","30","01","84","0","00",8932
"344","000","55008","Commune hors attraction des villes","30","55","44","0","00",8932
"345","000","01406","Commune hors attraction des villes","30","01","84","0","00",8932
"346","000","01407","Commune hors attraction des villes","30","01","84","0","00",8932
"347","000","67522","Commune hors attraction des villes","30","67","44","0","00",8932
"348","000","55012","Commune hors attraction des villes","30","55","44","0","00",8932
"349","000","11060","Commune hors attraction des villes","30","11","76","0","00",8932
"350","000","01412","Commune hors attraction des villes","30","01","84","0","00",8932
"351","000","11062","Commune hors attraction des villes","30","11","76","0","00",8932
"352","000","01416","Commune hors attraction des villes","30","01","84","0","00",8932
"353","000","28335","Commune hors attraction des villes","30","28","24","0","00",8932
"354","000","55021","Commune hors attraction des villes","30","55","44","0","00",8932
"355","000","55022","Commune hors attraction des villes","30","55","44","0","00",8932
"356","000","87054","Commune hors attraction des villes","30","87","75","0","00",8932
"357","000","28341","Commune hors attraction des villes","30","28","24","0","00",8932
"358","000","55025","Commune hors attraction des villes","30","55","44","0","00",8932
"359","000","55026","Commune hors attraction des villes","30","55","44","0","00",8932
"360","000","11071","Commune hors attraction des villes","30","11","76","0","00",8932
"361","000","28346","Commune hors attraction des villes","30","28","24","0","00",8932
"362","000","11073","Commune hors attraction des villes","30","11","76","0","00",8932
"363","000","01428","Commune hors attraction des villes","30","01","84","0","00",8932
"364","000","61264","Commune hors attraction des villes","30","61","28","0","00",8932
"365","000","76662","Commune hors attraction des villes","30","76","28","0","00",8932
"366","000","55034","Commune hors attraction des villes","30","55","44","0","00",8932
"367","000","61267","Commune hors attraction des villes","30","61","28","0","00",8932
"368","000","01433","Commune hors attraction des villes","30","01","84","0","00",8932
"369","000","55037","Commune hors attraction des villes","30","55","44","0","00",8932
"370","000","55038","Commune hors attraction des villes","30","55","44","0","00",8932
"371","000","55039","Commune hors attraction des villes","30","55","44","0","00",8932
"372","000","01437","Commune hors attraction des villes","30","01","84","0","00",8932
"373","000","61274","Commune hors attraction des villes","30","61","28","0","00",8932
"374","000","01441","Commune hors attraction des villes","30","01","84","0","00",8932
"375","000","28362","Commune hors attraction des villes","30","28","24","0","00",8932
"376","000","01444","Commune hors attraction des villes","30","01","84","0","00",8932
"377","000","35342","Commune hors attraction des villes","30","35","53","0","00",8932
"378","000","55046","Commune hors attraction des villes","30","55","44","0","00",8932
"379","000","76677","Commune hors attraction des villes","30","76","28","0","00",8932
"380","000","28367","Commune hors attraction des villes","30","28","24","0","00",8932
"381","000","01449","Commune hors attraction des villes","30","01","84","0","00",8932
"382","000","28369","Commune hors attraction des villes","30","28","24","0","00",8932
"383","000","11094","Commune hors attraction des villes","30","11","76","0","00",8932
"384","000","55053","Commune hors attraction des villes","30","55","44","0","00",8932
"385","000","01453","Commune hors attraction des villes","30","01","84","0","00",8932
"386","000","28373","Commune hors attraction des villes","30","28","24","0","00",8932
"387","000","61291","Commune hors attraction des villes","30","61","28","0","00",8932
"388","000","11100","Commune hors attraction des villes","30","11","76","0","00",8932
"389","000","55059","Commune hors attraction des villes","30","55","44","0","00",8932
"390","000","87089","Commune hors attraction des villes","30","87","75","0","00",8932
"391","000","11103","Commune hors attraction des villes","30","11","76","0","00",8932
"392","000","02004","Commune hors attraction des villes","30","02","32","0","00",8932
"393","000","55063","Commune hors attraction des villes","30","55","44","0","00",8932
"394","000","02006","Commune hors attraction des villes","30","02","32","0","00",8932
"395","000","55065","Commune hors attraction des villes","30","55","44","0","00",8932
"396","000","55066","Commune hors attraction des villes","30","55","44","0","00",8932
"397","000","11109","Commune hors attraction des villes","30","11","76","0","00",8932
"398","000","36002","Commune hors attraction des villes","30","36","24","0","00",8932
"399","000","76699","Commune hors attraction des villes","30","76","28","0","00",8932
"400","000","28390","Commune hors attraction des villes","30","28","24","0","00",8932
"401","000","28391","Commune hors attraction des villes","30","28","24","0","00",8932
"402","000","55072","Commune hors attraction des villes","30","55","44","0","00",8932
"403","000","36008","Commune hors attraction des villes","30","36","24","0","00",8932
"404","000","28394","Commune hors attraction des villes","30","28","24","0","00",8932
"405","000","55076","Commune hors attraction des villes","30","55","44","0","00",8932
"406","000","55077","Commune hors attraction des villes","30","55","44","0","00",8932
"407","000","02019","Commune hors attraction des villes","30","02","32","0","00",8932
"408","000","87109","Commune hors attraction des villes","30","87","75","0","00",8932
"409","000","02021","Commune hors attraction des villes","30","02","32","0","00",8932
"410","000","02022","Commune hors attraction des villes","30","02","32","0","00",8932
"411","000","11123","Commune hors attraction des villes","30","11","76","0","00",8932
"412","000","55083","Commune hors attraction des villes","30","55","44","0","00",8932
"413","000","55084","Commune hors attraction des villes","30","55","44","0","00",8932
"414","000","87115","Commune hors attraction des villes","30","87","75","0","00",8932
"415","000","55087","Commune hors attraction des villes","30","55","44","0","00",8932
"416","000","55088","Commune hors attraction des villes","30","55","44","0","00",8932
"417","000","11129","Commune hors attraction des villes","30","11","76","0","00",8932
"418","000","55093","Commune hors attraction des villes","30","55","44","0","00",8932
"419","000","02032","Commune hors attraction des villes","30","02","32","0","00",8932
"420","000","02033","Commune hors attraction des villes","30","02","32","0","00",8932
"421","000","02034","Commune hors attraction des villes","30","02","32","0","00",8932
"422","000","55097","Commune hors attraction des villes","30","55","44","0","00",8932
